839634 function calls (824339 primitive calls) in 5.640 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      199    0.000    0.000    0.000    0.000 artist.py:177(convert_yunits)
        1    0.000    0.000    0.000    0.000 gridspec.py:140(get_grid_positions)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:3412(__str__)
        1    0.000    0.000    0.000    0.000 patches.py:617(Shadow)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
       30    0.000    0.000    0.000    0.000 text.py:1169(_preprocess_math)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2812(ArrowStyle)
     1005    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       22    0.000    0.000    0.000    0.000 enum.py:484(_find_new_)
       48    0.000    0.000    0.000    0.000 lines.py:1360(set_solid_capstyle)
     1185    0.000    0.000    0.000    0.000 font_manager.py:794(get_size)
       20    0.000    0.000    0.000    0.000 filters.py:399(__init__)
       36    0.000    0.000    0.000    0.000 stride_tricks.py:414(_broadcast_shape)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_1d)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:27(<module>)
      109    0.000    0.000    0.000    0.000 __init__.py:413(_replace)
      725    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      117    0.000    0.000    0.000    0.000 decorator.py:164(<listcomp>)
     1357    0.000    0.000    0.000    0.000 font_manager.py:764(get_style)
       92    0.000    0.000    0.000    0.000 transforms.py:2183(get_affine)
       16    0.000    0.000    0.000    0.000 axis.py:1570(set_major_formatter)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:3709(round_)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:741(__getitem__)
       36    0.000    0.000    0.000    0.000 argparse.py:1570(_add_action)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:353(_get_scalar_type_map)
       22    0.000    0.000    0.000    0.000 gettext.py:211(_expand_lang)
       24    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
       76    0.000    0.000    0.000    0.000 axis.py:747(get_transform)
        1    0.000    0.000    0.000    0.000 legend_handler.py:24(<module>)
        1    0.000    0.000    0.000    0.000 formatters.py:287(BaseFormatter)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:364(<dictcomp>)
        8    0.000    0.000    0.000    0.000 deprecation.py:231(wrapper)
       48    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       19    0.000    0.000    0.000    0.000 patches.py:313(_set_edgecolor)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
       16    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
        1    0.000    0.000    0.000    0.000 pathlib.py:434(_make_selector)
      166    0.000    0.000    0.000    0.000 colors.py:521(__init__)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        1    0.000    0.000    0.000    0.000 TiffTags.py:360(_populate)
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       22    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
      705    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 markers.py:324(get_transform)
    28/22    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 glob.py:114(_iterdir)
       40    0.000    0.000    0.000    0.000 rcsetup.py:51(__init__)
       48    0.000    0.000    0.000    0.000 lines.py:716(set_transform)
        1    0.000    0.000    0.000    0.000 registry.py:25(<module>)
     1357    0.000    0.000    0.000    0.000 font_manager.py:777(get_weight)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
       13    0.000    0.000    0.000    0.000 markers.py:739(_set_tickright)
       16    0.000    0.000    0.000    0.000 axis.py:1596(set_minor_formatter)
        1    0.000    0.000    0.000    0.000 formatters.py:567(PlainTextFormatter)
        1    0.000    0.000    0.000    0.000 pathlib.py:500(__init__)
       37    0.000    0.000    0.000    0.000 __init__.py:1290(__init__)
       60    0.000    0.000    0.000    0.000 transforms.py:2143(<lambda>)
       16    0.000    0.000    0.000    0.000 _methods.py:273(_ptp)
        8    0.000    0.000    0.000    0.000 spines.py:240(_adjust_location)
      432    0.000    0.000    0.000    0.000 colors.py:224(<genexpr>)
        1    0.000    0.000    0.000    0.000 output.py:3(<module>)
       28    0.000    0.000    0.000    0.000 locale.py:618(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 win32_output.py:1(<module>)
        4    0.000    0.000    0.000    0.000 transforms.py:1520(transform_path)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1385(AnnotationBbox)
       61    0.000    0.000    0.000    0.000 pyparsing.py:2804(__str__)
       40    0.000    0.000    0.000    0.000 backend_agg.py:55(get_hinting_flag)
        1    0.000    0.000    0.000    0.000 storemagic.py:56(StoreMagics)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(around)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
      143    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
       16    0.000    0.000    0.000    0.000 _methods.py:45(_sum)
       24    0.000    0.000    0.000    0.000 dviread.py:167(decorate)
       16    0.000    0.000    0.000    0.000 axis.py:1652(set_minor_locator)
     1357    0.000    0.000    0.000    0.000 font_manager.py:752(get_family)
     1185    0.000    0.000    0.000    0.000 font_manager.py:1228(score_size)
     1357    0.000    0.000    0.000    0.000 font_manager.py:786(get_stretch)
        5    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
       36    0.000    0.000    0.000    0.000 pathlib.py:685(__fspath__)
        1    0.000    0.000    0.000    0.000 shellapp.py:99(InteractiveShellApp)
       84    0.000    0.000    0.000    0.000 scale.py:118(get_transform)
       70    0.000    0.000    0.000    0.000 argparse.py:616(_iter_indented_subactions)
        1    0.000    0.000    0.000    0.000 transforms.py:213(BboxBase)
        1    0.000    0.000    0.000    0.000 animation.py:96(MovieWriterRegistry)
     1357    0.000    0.000    0.000    0.000 font_manager.py:771(get_variant)
        5    0.000    0.000    0.000    0.000 backend_bases.py:1580(_check_savefig_extra_args)
       30    0.000    0.000    0.000    0.000 text.py:231(get_rotation)
       68    0.000    0.000    0.000    0.000 fromnumeric.py:3106(ndim)
        1    0.000    0.000    0.000    0.000 _base.py:621(set_figure)
      205    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
        1    0.000    0.000    0.000    0.000 helpers.py:1(<module>)
       42    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       50    0.000    0.000    0.000    0.000 _internal.py:780(_ufunc_doc_signature_formatter)
      114    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        4    0.000    0.000    0.000    0.000 typing.py:757(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
       75    0.000    0.000    0.000    0.000 text.py:944(set_horizontalalignment)
      113    0.000    0.000    0.000    0.000 lines.py:67(_scale_dashes)
       16    0.000    0.000    0.000    0.000 shape_base.py:24(atleast_1d)
        9    0.000    0.000    0.000    0.000 deprecation.py:436(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:71(RendererAgg)
        8    0.000    0.000    0.000    0.000 axis.py:451(apply_tickdir)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
       12    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
       25    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
      206    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       51    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      138    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:516(get_data_path)
        1    0.000    0.000    0.000    0.000 pep8.py:1(<module>)
        5    0.000    0.000    0.000    0.000 events.py:96(_define_event)
       16    0.000    0.000    0.000    0.000 ticker.py:531(__init__)
       34    0.000    0.000    0.000    0.000 traitlets.py:762(observe)
     1185    0.000    0.000    0.000    0.000 font_manager.py:1181(score_variant)
        1    0.000    0.000    0.000    0.000 latex_symbols.py:1300(<dictcomp>)
       83    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        4    0.000    0.000    0.000    0.000 path.py:572(get_extents)
        1    0.000    0.000    0.000    0.000 figure.py:1406(_add_axes_internal)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:27(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1863(Glue)
       16    0.000    0.000    0.000    0.000 transforms.py:375(bounds)
      306    0.000    0.000    0.000    0.000 rcsetup.py:1043(_convert_validator_spec)
        1    0.000    0.000    0.000    0.000 formatters.py:922(MimeBundleFormatter)
        1    0.000    0.000    0.000    0.000 _base.py:965(_gen_axes_patch)
        5    0.000    0.000    0.000    0.000 backcall.py:27(callback_prototype)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
       48    0.000    0.000    0.000    0.000 lines.py:486(set_pickradius)
        2    0.000    0.000    0.000    0.000 token.py:1(<module>)
      166    0.000    0.000    0.000    0.000 __init__.py:2236(type_name)
       40    0.000    0.000    0.000    0.000 lines.py:938(_get_markerfacecolor)
        1    0.000    0.000    0.000    0.000 formatters.py:34(DisplayFormatter)
       41    0.000    0.000    0.000    0.000 deprecation.py:365(<genexpr>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 regexopt.py:11(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
        2    0.000    0.000    0.000    0.000 backend_qt5.py:274(get_width_height)
        1    0.000    0.000    0.000    0.000 colorbar.py:1189(Colorbar)
      125    0.000    0.000    0.000    0.000 pyparsing.py:1328(preParse)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:992(__init__)
       30    0.000    0.000    0.000    0.000 text.py:39(get_rotation)
        1    0.000    0.000    0.000    0.000 validation.py:4(<module>)
       13    0.000    0.000    0.000    0.000 patches.py:328(set_edgecolor)
      608    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:219(MathtextBackendPs)
        4    0.000    0.000    0.000    0.000 _base.py:2161(_process_unit_info)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:582(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
       97    0.000    0.000    0.000    0.000 argparse.py:290(_join_parts)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:408(FileMovieWriter)
      484    0.000    0.000    0.000    0.000 inspect.py:2602(__init__)
       34    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
    68/64    0.000    0.000    0.000    0.000 spines.py:215(_ensure_position_is_set)
       36    0.000    0.000    0.000    0.000 argparse.py:1379(_add_action)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 analysis.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:537(_get_data_path)
        1    0.000    0.000    0.000    0.000 asynchronous.py:1(<module>)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2182(__hash__)
        1    0.000    0.000    0.000    0.000 pyplot.py:2173(<listcomp>)
      228    0.000    0.000    0.000    0.000 rcsetup.py:600(_deprecate_case_insensitive_join_cap)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(inner)
        1    0.000    0.000    0.000    0.000 config.py:28(ConfigMagics)
      515    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       86    0.000    0.000    0.000    0.000 backend_bases.py:937(set_foreground)
        1    0.000    0.000    0.000    0.000 margins.py:3(<module>)
       30    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
        3    0.000    0.000    0.000    0.000 __init__.py:42(__getattr__)
       10    0.000    0.000    0.000    0.000 backend_bases.py:2278(mpl_connect)
        1    0.000    0.000    0.000    0.000 backend_agg.py:294(clear)
        1    0.000    0.000    0.000    0.000 defaults.py:3(<module>)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:403(ImageFileDirectory_v2)
       11    0.000    0.000    0.000    0.000 loader.py:275(__getattr__)
       64    0.000    0.000    0.000    0.000 inspect.py:2544(__str__)
        1    0.000    0.000    0.000    0.000 polar.py:776(PolarAxes)
      109    0.000    0.000    0.000    0.000 __init__.py:403(_make)
        8    0.000    0.000    0.000    0.000 _base.py:2164(_process_single_axis)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
      306    0.000    0.000    0.000    0.000 __init__.py:722(__iter__)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1500(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:93(_add_aliases)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
       15    0.000    0.000    0.000    0.000 traitlets.py:2468(__init__)
      638    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        4    0.000    0.000    0.000    0.000 figure.py:951(set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3828(FancyArrowPatch)
        4    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:263(LogScale)
       49    0.000    0.000    0.000    0.000 transforms.py:2527(get_matrix)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2743(Regex)
        9    0.000    0.000    0.000    0.000 transforms.py:237(frozen)
       52    0.000    0.000    0.000    0.000 transforms.py:2151(transform_non_affine)
       27    0.000    0.000    0.000    0.000 argparse.py:1459(_get_optional_kwargs)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2688(__init__)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
      212    0.000    0.000    0.000    0.000 transforms.py:1256(<genexpr>)
      342    0.000    0.000    0.000    0.000 traitlets.py:383(class_init)
       13    0.000    0.000    0.000    0.000 cache.py:132(memoize_method)
        1    0.000    0.000    0.000    0.000 axis3d.py:5(<module>)
      270    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
       40    0.000    0.000    0.000    0.000 rcsetup.py:63(<dictcomp>)
        1    0.000    0.000    0.000    0.000 formatters.py:881(IPythonDisplayFormatter)
      145    0.000    0.000    0.000    0.000 deprecation.py:112(deprecated)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.mkdir}
        1    0.000    0.000    0.000    0.000 normalizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1698(Helper)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4761(<genexpr>)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
      195    0.000    0.000    0.000    0.000 __init__.py:2292(<genexpr>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2785(NavigationToolbar2)
       11    0.000    0.000    0.000    0.000 loader.py:252(__getitem__)
       27    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:121(RendererBase)
        1    0.000    0.000    0.000    0.000 legend.py:269(Legend)
        1    0.000    0.000    0.000    0.000 profiledir.py:28(ProfileDir)
        1    0.000    0.000    0.000    0.000 history.py:805(HistorySavingThread)
        4    0.000    0.000    0.000    0.000 ticker.py:1767(nonsingular)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4759(<lambda>)
      228    0.000    0.000    0.000    0.000 font_manager.py:1016(_normalize_font_family)
       60    0.000    0.000    0.000    0.000 ticker.py:292(fix_minus)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
       26    0.000    0.000    0.000    0.000 pathlib.py:788(stem)
        9    0.000    0.000    0.000    0.000 datetime.py:472(__new__)
        4    0.000    0.000    0.000    0.000 axis.py:1454(update_units)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:643(NavigationToolbar2QT)
       48    0.000    0.000    0.000    0.000 lines.py:1045(set_drawstyle)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:3199(around)
      121    0.000    0.000    0.000    0.000 artist.py:367(get_transform)
      480    0.000    0.000    0.000    0.000 artist.py:1371(<genexpr>)
       86    0.000    0.000    0.000    0.000 pyparsing.py:3417(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:231(reload_library)
        4    0.000    0.000    0.000    0.000 spines.py:355(set_position)
        1    0.000    0.000    0.000    0.000 patches.py:1909(BoxStyle)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
       76    0.000    0.000    0.000    0.000 numerictypes.py:285(issubclass_)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2021(get_width_height)
        1    0.000    0.000    0.000    0.000 unistring.py:13(<module>)
      695    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       10    0.000    0.000    0.000    0.000 pathlib.py:880(__truediv__)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4428(delimitedList)
     1790    0.000    0.000    0.000    0.000 __init__.py:794(<lambda>)
      105    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core.py:6435(__new__)
        3    0.000    0.000    0.000    0.000 magic.py:212(_function_magic_marker)
       20    0.000    0.000    0.000    0.000 getlimits.py:382(__new__)
       38    0.000    0.000    0.000    0.000 artist.py:1028(set_zorder)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
        1    0.000    0.000    0.000    0.000 klass.py:39(<module>)
       20    0.000    0.000    0.000    0.000 axis.py:1512(convert_units)
        1    0.000    0.000    0.000    0.000 core.py:177(update_user_library)
      8/4    0.000    0.000    0.000    0.000 units.py:192(get_converter)
      448    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 pyparsing.py:2720(__str__)
        4    0.000    0.000    0.000    0.000 transforms.py:497(anchored)
       10    0.000    0.000    0.000    0.000 pathlib.py:669(_make_child)
        1    0.000    0.000    0.000    0.000 core.py:170(iter_user_libraries)
      320    0.000    0.000    0.000    0.000 overrides.py:145(array_function_dispatch)
        6    0.000    0.000    0.000    0.000 numeric.py:2521(extend_all)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertAxes)
       48    0.000    0.000    0.000    0.000 re.py:307(_subx)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 diff.py:349(_NodesStackNode)
      723    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 displaypub.py:13(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:579(DateFormatter)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1462(get)
      130    0.000    0.000    0.000    0.000 token.py:25(__init__)
    48/34    0.000    0.000    0.000    0.000 transforms.py:2305(_invalidate_internal)
        1    0.000    0.000    0.000    0.000 spines.py:11(Spine)
        1    0.000    0.000    0.000    0.000 cProfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 image.py:888(__init__)
       21    0.000    0.000    0.000    0.000 transforms.py:2511(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1185(Arrow)
        1    0.000    0.000    0.000    0.000 hermite_e.py:77(<module>)
       48    0.000    0.000    0.000    0.000 pathlib.py:658(_format_parsed_parts)
       26    0.000    0.000    0.000    0.000 pathlib.py:1000(_make_child_relpath)
        4    0.000    0.000    0.000    0.000 transforms.py:1529(transform_path_affine)
       11    0.000    0.000    0.000    0.000 argparse.py:657(_fill_text)
        7    0.000    0.000    0.000    0.000 transforms.py:357(width)
       10    0.000    0.000    0.000    0.000 version.py:302(__init__)
      638    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
       30    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nonzero)
        1    0.000    0.000    0.000    0.000 module.py:1(<module>)
        8    0.000    0.000    0.000    0.000 axis.py:524(apply_tickdir)
      186    0.000    0.000    0.000    0.000 io.py:37(clone)
       40    0.000    0.000    0.000    0.000 text.py:235(set_rotation_mode)
        1    0.000    0.000    0.000    0.000 mixed.py:3(<module>)
       81    0.000    0.000    0.000    0.000 deprecation.py:456(_deprecate_method_override)
        1    0.000    0.000    0.000    0.000 mathtext.py:261(MathtextBackendPdf)
        3    0.000    0.000    0.000    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
        3    0.000    0.000    0.000    0.000 os.py:681(__setitem__)
        1    0.000    0.000    0.000    0.000 types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:204(LogTransform)
      365    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 _base.py:852(_update_transScale)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3331(setResultsName)
        1    0.000    0.000    0.000    0.000 scale.py:431(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        8    0.000    0.000    0.000    0.000 core.py:3208(__getitem__)
        1    0.000    0.000    0.000    0.000 patches.py:3564(FancyBboxPatch)
        4    0.000    0.000    0.000    0.000 transforms.py:1732(transform_path_affine)
        8    0.000    0.000    0.000    0.000 _base.py:3197(_validate_converted_limits)
      349    0.000    0.000    0.000    0.000 transforms.py:1865(get_matrix)
        1    0.000    0.000    0.000    0.000 oinspect.py:53(<setcomp>)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(empty_like)
       36    0.000    0.000    0.000    0.000 stride_tricks.py:536(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:2123(update_datalim)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:129(_add_integer_aliases)
      271    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:5(<module>)
       40    0.000    0.000    0.000    0.000 transforms.py:339(intervalx)
        1    0.000    0.000    0.000    0.000 contour.py:670(ContourSet)
        1    0.000    0.000    0.000    0.000 scale.py:515(LogitTransform)
      212    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:23(<module>)
        4    0.000    0.000    0.000    0.000 transforms.py:543(shrunk_to_aspect)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
      231    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       19    0.000    0.000    0.000    0.000 patches.py:783(_convert_units)
        1    0.000    0.000    0.000    0.000 gridspec.py:644(_from_subplot_args)
       17    0.000    0.000    0.000    0.000 pyparsing.py:3554(__str__)
       20    0.000    0.000    0.000    0.000 units.py:58(_is_natively_supported)
        1    0.000    0.000    0.000    0.000 backend_managers.py:39(ToolManager)
        1    0.000    0.000    0.000    0.000 python.py:245(Python3Lexer)
        1    0.000    0.000    0.000    0.000 reactive.py:22(<module>)
      107    0.000    0.000    0.000    0.000 transforms.py:200(<lambda>)
       30    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 chebyshev.py:109(<module>)
       54    0.000    0.000    0.000    0.000 lines.py:33(_get_dash_pattern)
       60    0.000    0.000    0.000    0.000 typing.py:162(_collect_type_vars)
      856    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       37    0.000    0.000    0.000    0.000 rcsetup.py:558(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
      810    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        8    0.000    0.000    0.000    0.000 transforms.py:2252(blended_transform_factory)
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
        6    0.000    0.000    0.000    0.000 ntpath.py:219(dirname)
       13    0.000    0.000    0.000    0.000 weakref.py:44(__new__)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
      201    0.000    0.000    0.000    0.000 os.py:737(check_str)
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        3    0.000    0.000    0.000    0.000 __init__.py:481(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 gridspec.py:602(SubplotSpec)
        8    0.000    0.000    0.000    0.000 {built-in method color}
      305    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      107    0.000    0.000    0.000    0.000 rcsetup.py:65(__call__)
        6    0.000    0.000    0.000    0.000 loader.py:161(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:816(__class_getitem__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:57(bitname)
        7    0.000    0.000    0.000    0.000 ntpath.py:178(split)
       34    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
       58    0.000    0.000    0.000    0.000 pathlib.py:132(splitroot)
        1    0.000    0.000    0.000    0.000 completion.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       16    0.000    0.000    0.000    0.000 ticker.py:2082(le)
       53    0.000    0.000    0.000    0.000 font_manager.py:1116(get_default_size)
        1    0.000    0.000    0.000    0.000 polar.py:225(ThetaLocator)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1545(resetCache)
       23    0.000    0.000    0.000    0.000 rcsetup.py:347(validate_color_or_auto)
        8    0.000    0.000    0.000    0.000 core.py:8095(__init__)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
       66    0.000    0.000    0.000    0.000 transforms.py:2613(get_matrix)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:3(<module>)
       54    0.000    0.000    0.000    0.000 enum.py:898(_power_of_two)
       19    0.000    0.000    0.000    0.000 traitlets.py:1862(__init__)
        3    0.000    0.000    0.000    0.000 core.py:3118(view)
        1    0.000    0.000    0.000    0.000 python.py:569(CythonLexer)
       32    0.000    0.000    0.000    0.000 normalizer.py:76(register_rule)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:37(SecondaryAxis)
        4    0.000    0.000    0.000    0.000 _base.py:3126(get_xbound)
        1    0.000    0.000    0.000    0.000 core.py:1540(_shrink_mask)
        1    0.000    0.000    0.000    0.000 {built-in method addWidget}
        1    0.000    0.000    0.000    0.000 image.py:232(__init__)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       28    0.000    0.000    0.000    0.000 typing.py:110(_type_check)
        1    0.000    0.000    0.000    0.000 figure.py:2067(sca)
        9    0.000    0.000    0.000    0.000 pathlib.py:239(gethomedir)
